"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"It appears whoever wins this UF/FSU game will be on their way to a Playoff sp— oh wait nvm",FALSE,10,NA,2017-11-25 17:05:54,FALSE,NA,"934468197931208704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oldrowucf",1,FALSE,FALSE,NA,NA
"Remember when UF/FSU was on at 8 PM on ABC. Now it's on noon on the WB.",FALSE,3,NA,2017-11-25 17:03:12,FALSE,NA,"934467516465844224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThomasCarrigan2",0,FALSE,FALSE,NA,NA
"FSU vs UF today! #GoNoles #BeatUF",FALSE,0,NA,2017-11-25 16:54:33,FALSE,NA,"934465339752140801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wscottmaher",0,FALSE,FALSE,NA,NA
"My favorite UF vs FSU memory! https://t.co/nHdVn5FbGe",FALSE,1,NA,2017-11-25 16:26:23,FALSE,NA,"934458251504168961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ali_Peek",0,FALSE,FALSE,NA,NA
"RT @The_Norty: Don’t forget to tune in to the UF vs FSU game tomorrow in the prime time slot @ 10 am on Comedy Central!",FALSE,0,NA,2017-11-25 16:19:34,FALSE,NA,"934456536449077249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jacobgotpilz",4,TRUE,FALSE,NA,NA
"RT @tturnbull10: UCF would smash UF and FSU this year. #BestTeamInFlorida",FALSE,0,NA,2017-11-25 15:49:08,FALSE,NA,"934448877415092224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KaitlynAdams_14",1,TRUE,FALSE,NA,NA
"@HarrisWesman7 I'm just messing with you, but UF and FSU are straight dog shit this year sir.",FALSE,1,"HarrisWesman7",2017-11-25 15:16:12,FALSE,"934439070322905089","934440591596969985","913871656543768576","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tturnbull10",0,FALSE,FALSE,NA,NA
"UCF would smash UF and FSU this year. #BestTeamInFlorida",FALSE,11,NA,2017-11-25 14:55:52,FALSE,NA,"934435472927051778",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tturnbull10",1,FALSE,FALSE,NA,NA
"Alright, @GillinStuart, pick ‘em (my winners on the right):
OSU&lt;UM
AUB&lt;UA
WSU&lt;UW
FSU&lt;UF
WVU&lt;OU
USC&lt;CLEM
ND&lt;STAN",FALSE,0,NA,2017-11-25 14:39:21,FALSE,NA,"934431318431141894",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ZaneHenderson",0,FALSE,FALSE,NA,NA
"@BobtheDolphin @MikeWiseguy @CFBHeather The same FSU that needs to beat ULa-Monroe to have a shot at being bowl eli… https://t.co/8dE7t63qCY",FALSE,0,"BobtheDolphin",2017-11-25 14:08:12,TRUE,"934268554198650881","934423478983430145","895176364713705473","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","massenma1",0,FALSE,FALSE,NA,NA
"@LukeEasterling Best case scenario is that UF wins and keeps FSU out of the back door Bowl. A bowl that will probab… https://t.co/zEsZE9kk44",FALSE,0,"LukeEasterling",2017-11-25 14:06:59,TRUE,"934223520548179969","934423171477966849","522483719","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paulcooolee",0,FALSE,FALSE,NA,NA
"@amanda_schumer Nah, I’ll take one .500 season every 10-15 years with playoffs and championships mixed in over the… https://t.co/pszdeRcvLH",FALSE,0,"amanda_schumer",2017-11-25 12:32:49,TRUE,"934244652651368449","934399471760404481","83940656","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mitchymagic20",0,FALSE,FALSE,NA,NA
